age,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,name,team
27,7,1,2,0,0,0,0,2,0,0,1,0,.167,6,.167,.167,.334,1,0,.000,1.000,0,24,6,1,1,5,0,0,.250,0.50,0,-.--,Alika Williams,Athletics
31,38,22,44,12,2,0,7,52,17,1,27,1,.189,143,.276,.350,.626,0,2,1.000,.000,3,580,163,50,25,70,0,2,.233,0.50,0,20.43,Brent Rooker,Athletics
29,45,38,35,13,8,1,5,15,19,0,44,2,.336,131,.425,.527,.952,0,1,1.000,.000,4,633,153,69,17,52,0,1,.348,1.09,0,26.20,Carlos Cortes,Athletics
25,17,6,10,4,2,0,1,9,2,0,11,0,.314,35,.351,.457,.808,0,0,.---,.---,0,133,38,16,5,14,1,0,.400,0.60,0,35.00,Colby Thomas,Athletics
24,40,21,36,11,2,0,1,17,11,0,27,1,.273,99,.351,.323,.674,0,3,1.000,.000,1,448,113,32,7,47,2,0,.321,0.58,0,99.00,Darell Hernaiz,Athletics
22,14,12,9,3,2,0,0,11,6,0,12,1,.279,43,.373,.326,.699,2,4,.667,.333,1,176,51,14,4,11,0,1,.364,1.33,0,-.--,Henry Bolte,Athletics
27,12,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,.---,0,0,0,0,0,0,0,0,.---,-.--,0,-.--,J.T. Ginn,Athletics
26,15,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,.---,0,0,0,0,0,0,0,0,.---,-.--,0,-.--,Jack Perkins,Athletics
34,53,54,49,15,9,0,2,27,16,1,44,3,.257,171,.328,.345,.673,2,1,.333,.667,5,718,193,59,15,65,1,2,.292,1.10,0,85.50,Jeff McNeil,Athletics
31,21,20,21,7,6,0,1,13,7,0,13,0,.197,66,.270,.333,.603,0,0,.---,.---,2,281,74,22,8,35,0,1,.226,0.95,0,66.00,Jonah Heim,Athletics
25,50,45,30,17,3,0,3,43,18,1,23,0,.163,141,.258,.248,.506,2,4,.667,.333,3,664,159,35,13,56,0,0,.211,1.50,0,47.00,Lawrence Butler,Athletics
23,55,31,37,35,11,1,8,75,52,6,54,2,.274,197,.430,.462,.892,1,6,.857,.143,3,1091,251,91,37,65,0,0,.404,0.84,0,24.62,Nick Kurtz,Athletics
28,51,33,67,36,12,0,13,47,20,1,62,4,.298,208,.369,.543,.912,0,0,.---,.---,4,839,233,113,28,98,0,1,.329,0.49,0,16.00,Shea Langeliers,Athletics
24,53,58,58,24,16,2,6,44,23,2,42,1,.209,201,.292,.398,.690,1,1,.500,.500,5,821,226,80,25,112,0,1,.237,1.00,0,33.50,Tyler Soderstrom,Athletics
26,40,30,33,21,4,1,6,34,8,0,31,1,.246,126,.296,.437,.733,0,6,1.000,.000,3,527,137,55,17,52,2,0,.291,0.91,0,21.00,Zack Gelof,Athletics
31,50,40,52,33,12,1,14,50,25,0,52,1,.269,193,.355,.560,.915,0,0,.---,.---,2,898,220,108,36,87,0,1,.292,0.77,0,13.79,Brandon Lowe,Pittsburgh Pirates
31,56,57,37,33,11,2,4,53,36,2,53,3,.266,199,.385,.402,.787,0,4,1.000,.000,4,943,239,80,34,80,0,1,.343,1.54,0,49.75,Bryan Reynolds,Pittsburgh Pirates
26,8,1,6,4,1,0,0,6,10,0,6,0,.316,19,.552,.368,.920,0,0,.---,.---,0,122,29,7,2,6,0,0,.462,0.17,0,-.--,Endy Rodríguez,Pittsburgh Pirates
22,5,3,2,2,0,0,2,9,2,0,2,0,.125,16,.222,.500,.722,0,0,.---,.---,0,75,18,8,5,12,0,0,.000,1.50,0,8.00,Esmerlyn Valdez,Pittsburgh Pirates
26,39,31,40,12,3,0,4,23,11,0,15,3,.139,108,.238,.278,.516,0,1,1.000,.000,2,436,123,30,10,64,1,0,.136,0.78,0,27.00,Henry Davis,Pittsburgh Pirates
30,37,37,13,14,2,0,0,21,8,1,23,2,.250,92,.324,.272,.596,0,6,1.000,.000,3,366,104,25,6,55,2,0,.324,2.85,0,-.--,Jake Mangum,Pittsburgh Pirates
28,24,21,13,4,2,0,0,16,3,0,16,1,.246,65,.290,.277,.567,0,1,1.000,.000,3,269,70,18,3,30,1,0,.327,1.62,0,-.--,Jared Triolo,Pittsburgh Pirates
23,7,5,5,0,0,0,0,6,1,0,5,0,.238,21,.273,.238,.511,0,0,.---,.---,1,65,22,5,1,13,0,0,.333,1.00,0,-.--,Jhostynxon Garcia,Pittsburgh Pirates
20,49,52,30,29,8,2,4,53,14,0,47,3,.261,180,.322,.394,.716,1,12,.923,.077,2,751,199,71,21,83,0,2,.344,1.73,0,45.00,Konnor Griffin,Pittsburgh Pirates
35,46,27,57,14,5,0,5,56,18,1,32,2,.186,172,.271,.302,.573,0,0,.---,.---,4,836,192,52,21,103,0,0,.243,0.47,0,34.40,Marcell Ozuna,Pittsburgh Pirates
27,50,59,36,23,9,0,0,36,13,0,55,3,.297,185,.351,.346,.697,2,3,.600,.400,5,752,202,64,22,77,0,1,.367,1.64,0,-.--,Nick Gonzales,Pittsburgh Pirates
27,54,51,27,38,10,0,11,87,18,2,58,3,.260,223,.324,.453,.777,3,17,.850,.150,3,983,244,101,35,82,0,0,.376,1.89,0,20.27,Oneil Cruz,Pittsburgh Pirates
28,51,44,47,21,7,1,6,24,26,0,45,2,.288,156,.388,.462,.850,0,1,1.000,.000,8,744,188,72,25,71,0,4,.300,0.94,0,26.00,Spencer Horwitz,Pittsburgh Pirates
30,26,8,6,5,2,0,0,13,3,0,6,0,.188,32,.257,.250,.507,1,4,.800,.200,1,132,36,8,2,14,1,0,.316,1.33,0,-.--,Bryce Johnson,San Diego Padres
27,54,58,44,19,6,1,0,51,24,1,52,2,.260,200,.339,.300,.639,6,14,.700,.300,5,839,231,60,16,58,1,4,.340,1.32,0,-.--,Fernando Tatis Jr.,San Diego Padres
31,40,29,30,11,4,0,0,23,11,0,13,2,.140,93,.241,.183,.424,1,0,.000,1.000,1,422,108,17,3,45,0,2,.181,0.97,0,-.--,Freddy Fermin,San Diego Padres
30,50,38,40,21,10,0,9,37,17,0,38,1,.248,153,.327,.490,.817,0,3,1.000,.000,4,717,171,75,23,54,0,0,.271,0.95,0,17.00,Gavin Sheets,San Diego Padres
23,52,51,52,24,11,0,4,55,18,2,39,1,.200,195,.271,.318,.589,0,10,1.000,.000,4,869,216,62,19,73,2,0,.257,0.98,0,48.75,Jackson Merrill,San Diego Padres
33,53,58,53,27,5,0,9,51,26,1,32,0,.169,189,.265,.339,.604,1,1,.500,.500,5,890,220,64,27,76,1,4,.173,1.09,0,21.00,Manny Machado,San Diego Padres
31,44,51,38,17,12,2,5,29,5,1,43,1,.267,161,.293,.460,.753,2,1,.333,.667,5,624,167,74,17,69,0,0,.299,1.34,0,32.20,Miguel Andujar,San Diego Padres
34,38,26,34,9,5,0,4,33,5,1,21,0,.186,113,.218,.336,.554,0,1,1.000,.000,1,467,119,38,19,53,0,1,.221,0.76,0,28.25,Nick Castellanos,San Diego Padres
31,51,37,39,22,6,2,7,64,18,0,37,2,.211,175,.289,.389,.678,1,5,.833,.167,1,813,197,68,21,57,0,2,.283,0.95,0,25.00,Ramón Laureano,San Diego Padres
28,10,3,8,2,0,0,1,7,3,0,2,1,.100,20,.250,.250,.500,0,0,.---,.---,0,90,24,5,2,5,0,0,.083,0.38,0,20.00,Rodolfo Durán,San Diego Padres
29,15,7,5,3,1,0,0,5,4,0,4,0,.190,21,.320,.238,.558,0,2,1.000,.000,1,109,25,5,4,16,0,0,.250,1.40,0,-.--,Sung-Mun Song,San Diego Padres
31,35,26,18,10,3,2,5,25,3,0,26,1,.274,95,.303,.505,.808,1,1,.500,.500,2,368,99,48,16,35,0,0,.323,1.44,0,19.00,Ty France,San Diego Padres
33,53,59,50,22,3,0,7,37,19,0,47,0,.245,192,.311,.370,.681,0,9,1.000,.000,2,816,212,71,24,72,0,1,.268,1.18,0,27.43,Xander Bogaerts,San Diego Padres
22,57,41,62,25,10,1,3,49,19,0,48,5,.242,198,.321,.348,.669,3,2,.400,.600,1,879,224,69,27,89,0,2,.304,0.66,0,66.00,Cole Young,Seattle Mariners
20,10,6,9,5,3,1,1,8,4,0,8,1,.258,31,.361,.516,.877,0,0,.---,.---,1,156,36,16,6,12,0,0,.318,0.67,0,31.00,Colt Emerson,Seattle Mariners
28,48,27,33,16,9,0,5,29,12,0,27,2,.237,114,.315,.447,.762,1,1,.500,.500,0,494,130,51,21,49,0,2,.268,0.82,0,22.80,Dominic Canzone,Seattle Mariners
31,16,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,.---,0,0,0,0,0,0,0,0,.---,-.--,0,-.--,Gabe Speier,Seattle Mariners
31,48,53,46,25,4,0,7,36,29,0,36,4,.212,170,.338,.359,.697,2,1,.333,.667,3,838,204,61,19,65,0,1,.227,1.15,0,24.29,J.P. Crawford,Seattle Mariners
30,9,4,13,4,0,0,1,5,3,0,5,1,.185,27,.290,.296,.586,0,0,.---,.---,0,124,31,8,1,13,0,0,.190,0.31,0,27.00,Jhonny Pereda,Seattle Mariners
29,53,60,64,20,5,0,5,32,19,1,54,1,.258,209,.322,.354,.676,2,12,.857,.143,8,754,230,74,24,91,0,1,.283,0.94,0,41.80,Josh Naylor,Seattle Mariners
25,57,48,70,30,11,0,10,52,18,1,59,2,.258,229,.317,.437,.754,2,5,.714,.286,3,945,249,100,27,88,0,0,.293,0.69,0,22.90,Julio Rodríguez,Seattle Mariners
31,51,24,28,20,5,1,11,52,8,0,37,4,.264,140,.322,.550,.872,1,1,.500,.500,0,583,153,77,29,70,1,0,.338,0.86,0,12.73,Luke Raley,Seattle Mariners
35,27,12,18,12,2,0,2,25,16,0,14,0,.203,69,.353,.319,.672,0,0,.---,.---,0,366,85,22,6,29,0,0,.286,0.67,0,34.50,Mitch Garver,Seattle Mariners
34,4,1,5,0,1,0,0,5,0,0,1,0,.083,12,.083,.167,.250,0,0,.---,.---,0,51,12,2,2,7,0,0,.143,0.20,0,-.--,Patrick Wisdom,Seattle Mariners
31,57,52,40,38,15,1,6,57,23,0,61,8,.295,207,.382,.464,.846,2,14,.875,.125,4,963,241,96,25,80,0,3,.374,1.30,0,34.50,Randy Arozarena,Seattle Mariners
35,35,16,26,7,0,0,3,26,6,0,9,2,.122,74,.200,.243,.443,0,0,.---,.---,0,334,85,18,8,36,0,3,.125,0.62,0,24.67,Rob Refsnyder,Seattle Mariners
29,9,6,5,1,2,0,0,6,0,0,7,0,.292,24,.292,.375,.667,1,1,.500,.500,1,102,24,9,1,10,0,0,.389,1.20,0,-.--,Victor Robles,Seattle Mariners
21,15,9,16,2,2,0,1,14,6,1,8,0,.170,47,.264,.277,.541,0,0,.---,.---,0,217,53,13,2,22,0,0,.219,0.56,0,47.00,Bryce Eldridge,San Francisco Giants
27,48,36,57,26,10,1,12,38,7,0,53,5,.291,182,.332,.555,.887,1,4,.800,.200,3,696,196,101,31,79,0,2,.306,0.63,0,15.17,Casey Schmitt,San Francisco Giants
25,19,11,12,2,3,1,0,13,4,0,16,0,.308,52,.357,.404,.761,1,0,.000,1.000,1,199,56,21,9,23,0,0,.410,0.92,0,-.--,Daniel Susac,San Francisco Giants
25,37,30,30,10,4,1,2,22,6,1,24,1,.229,105,.277,.343,.620,0,0,.---,.---,1,418,113,36,9,58,1,0,.272,1.00,0,52.50,Drew Gilbert,San Francisco Giants
33,11,8,6,6,2,0,3,7,1,0,8,0,.276,29,.300,.655,.955,0,0,.---,.---,1,104,30,19,5,12,0,0,.263,1.33,0,9.67,Eric Haase,San Francisco Giants
32,29,29,25,10,5,0,5,32,4,0,17,0,.167,102,.196,.363,.559,0,0,.---,.---,3,404,107,37,13,54,0,1,.182,1.16,0,20.40,Harrison Bader,San Francisco Giants
24,13,17,8,2,0,0,1,5,3,0,8,1,.211,38,.286,.289,.575,1,1,.500,.500,1,142,42,11,5,12,0,0,.219,2.13,0,38.00,Jesus Rodriguez,San Francisco Giants
29,53,63,74,26,10,3,2,9,13,2,67,2,.325,206,.366,.432,.798,0,5,1.000,.000,3,825,228,89,20,57,4,3,.328,0.85,0,103.00,Luis Arraez,San Francisco Giants
33,55,56,49,24,13,1,1,53,23,1,47,2,.229,205,.313,.317,.630,1,0,.000,1.000,5,914,230,65,16,79,0,0,.305,1.14,0,205.00,Matt Chapman,San Francisco Giants
29,56,48,48,21,15,0,7,69,13,2,52,1,.242,215,.286,.409,.695,0,0,.---,.---,7,919,231,88,28,103,0,2,.319,1.00,0,30.71,Rafael Devers,San Francisco Giants
24,4,1,1,0,0,0,0,2,0,0,1,0,.200,5,.200,.200,.400,0,0,.---,.---,0,23,5,1,0,2,0,0,.333,1.00,0,-.--,Victor Bericoto,San Francisco Giants
28,11,8,10,0,0,0,0,3,0,0,2,0,.087,23,.087,.087,.174,0,0,.---,.---,1,77,23,2,0,10,0,0,.100,0.80,0,-.--,Will Brennan,San Francisco Giants
30,55,36,66,27,17,1,7,66,11,0,54,1,.243,222,.282,.423,.705,2,1,.333,.667,1,893,234,94,18,81,0,0,.315,0.55,0,31.71,Willy Adames,San Francisco Giants
27,53,56,57,25,13,0,7,37,21,2,58,2,.282,206,.351,.447,.798,0,2,1.000,.000,6,824,231,92,35,103,0,2,.311,0.98,0,29.43,Alec Burleson,St. Louis Cardinals
28,5,5,5,1,0,1,1,3,2,0,6,0,.316,19,.381,.579,.960,0,0,.---,.---,0,90,21,11,3,5,0,0,.333,1.00,0,19.00,Bryan Torres,St. Louis Cardinals
27,6,8,7,0,0,0,0,2,0,0,0,0,.000,17,.000,.000,.000,0,0,.---,.---,1,42,17,0,0,12,0,0,.000,1.14,0,-.--,César Prieto,St. Louis Cardinals
27,23,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,.---,0,0,0,0,0,0,0,0,.---,-.--,0,-.--,George Soriano,St. Louis Cardinals
26,54,64,43,31,12,1,6,43,33,4,53,10,.264,201,.390,.423,.813,0,2,1.000,.000,6,948,246,85,26,78,0,2,.305,1.49,0,33.50,Iván Herrera,St. Louis Cardinals
23,53,48,67,36,6,0,9,44,28,2,48,10,.234,205,.351,.395,.746,0,6,1.000,.000,0,1005,245,81,25,58,0,2,.253,0.72,0,22.78,JJ Wetherholt,St. Louis Cardinals
24,53,43,44,38,11,0,15,56,20,0,61,2,.300,203,.367,.576,.943,3,7,.700,.300,4,826,226,117,42,100,0,1,.346,0.98,0,13.53,Jordan Walker,St. Louis Cardinals
27,28,15,22,4,3,0,2,12,7,0,13,0,.213,61,.290,.361,.651,0,0,.---,.---,3,300,70,22,8,33,0,1,.229,0.68,1,30.50,José Fermín,St. Louis Cardinals
24,48,49,50,20,8,2,1,42,17,0,41,5,.230,178,.309,.315,.624,1,5,.833,.167,4,838,204,56,18,90,0,4,.288,0.98,0,178.00,Masyn Winn,St. Louis Cardinals
26,52,24,58,17,4,0,6,58,22,2,38,0,.217,175,.300,.343,.643,1,0,.000,1.000,1,818,200,60,25,83,0,3,.281,0.41,0,29.17,Nolan Gorman,St. Louis Cardinals
27,35,31,32,11,4,0,4,30,5,0,25,2,.219,114,.262,.360,.622,0,2,1.000,.000,5,492,125,41,9,56,3,1,.259,0.97,0,28.50,Pedro Pagés,St. Louis Cardinals
24,28,16,18,8,2,0,0,24,5,0,11,0,.159,69,.216,.188,.404,2,0,.000,1.000,2,286,74,13,2,37,0,0,.244,0.89,0,-.--,Thomas Saggese,St. Louis Cardinals
25,52,49,30,18,3,0,2,39,11,0,26,1,.194,134,.259,.261,.520,4,7,.636,.364,3,569,156,35,7,52,9,1,.255,1.63,0,67.00,Victor Scott II,St. Louis Cardinals
29,18,14,8,0,1,0,0,3,0,0,8,0,.242,33,.242,.273,.515,0,0,.---,.---,5,103,33,9,5,24,0,0,.267,1.75,0,-.--,Yohel Pozo,St. Louis Cardinals
23,12,6,11,6,1,0,0,11,2,0,3,0,.100,30,.156,.133,.289,0,0,.---,.---,1,118,33,4,3,18,1,0,.158,0.55,0,-.--,Carson Williams,Tampa Bay Rays
31,47,23,81,17,3,1,3,32,12,0,31,3,.190,163,.257,.276,.533,5,10,.667,.333,1,715,183,45,15,93,3,1,.217,0.28,1,54.33,Cedric Mullins,Tampa Bay Rays
25,52,81,47,28,4,4,0,23,11,0,61,0,.295,207,.327,.353,.680,8,14,.636,.364,2,743,223,73,12,70,3,2,.328,1.72,0,-.--,Chandler Simpson,Tampa Bay Rays
29,31,8,18,8,2,0,1,23,7,0,18,1,.281,64,.356,.359,.715,0,0,.---,.---,1,301,75,23,6,28,2,1,.415,0.44,0,64.00,Hunter Feduccia,Tampa Bay Rays
28,53,38,49,30,9,0,9,54,31,3,54,3,.286,189,.384,.476,.860,0,0,.---,.---,3,920,229,90,41,73,0,6,.341,0.78,0,21.00,Jonathan Aranda,Tampa Bay Rays
22,53,65,48,32,5,0,13,37,29,2,53,0,.262,202,.353,.480,.833,2,0,.000,1.000,9,913,232,97,27,91,0,1,.261,1.35,0,15.54,Junior Caminero,Tampa Bay Rays
29,43,42,33,10,6,0,1,19,4,0,33,3,.262,126,.299,.333,.632,0,0,.---,.---,5,470,134,42,10,53,0,1,.299,1.27,0,126.00,Nick Fortes,Tampa Bay Rays
28,5,5,0,3,0,0,0,2,1,0,0,0,.000,7,.125,.000,.125,0,0,.---,.---,0,26,8,0,0,2,0,0,.000,5.00,0,-.--,Oliver Dunn,Tampa Bay Rays
29,39,25,25,14,3,0,1,25,14,0,26,3,.260,100,.364,.320,.684,4,7,.636,.364,1,472,118,32,15,45,0,1,.333,1.00,0,100.00,Richie Palacios,Tampa Bay Rays
27,31,13,25,8,3,1,2,13,10,0,21,0,.304,69,.383,.464,.847,0,2,1.000,.000,1,356,82,32,16,31,1,2,.339,0.52,0,34.50,Ryan Vilade,Tampa Bay Rays
29,40,31,37,19,6,2,0,36,17,0,25,1,.202,124,.303,.282,.585,2,6,.750,.250,1,596,147,35,14,52,5,0,.284,0.84,0,-.--,Taylor Walls,Tampa Bay Rays
24,3,3,3,2,0,0,1,2,1,0,3,0,.300,10,.364,.600,.964,0,0,.---,.---,0,42,12,6,2,3,1,0,.286,1.00,0,10.00,Victor Mesa Jr.,Tampa Bay Rays
34,50,61,44,27,9,1,8,27,19,3,59,7,.311,190,.392,.495,.887,0,1,1.000,.000,6,786,217,94,33,67,0,1,.327,1.39,0,23.75,Yandy Díaz,Tampa Bay Rays
23,30,22,17,9,2,0,0,13,11,0,19,5,.268,71,.402,.296,.698,2,1,.333,.667,0,307,87,21,7,30,0,0,.328,1.29,0,-.--,Alejandro Osuna,Texas Rangers
33,53,52,54,23,10,2,6,46,22,1,55,4,.267,206,.348,.422,.770,1,1,.500,.500,5,913,233,87,19,65,0,1,.316,0.96,0,34.33,Brandon Nimmo,Texas Rangers
31,37,25,33,9,5,1,3,37,11,0,20,4,.175,114,.271,.316,.587,1,0,.000,1.000,5,514,130,36,10,64,1,0,.230,0.76,0,38.00,Danny Jansen,Texas Rangers
23,54,34,59,21,5,2,6,43,26,0,28,1,.175,160,.293,.344,.637,0,9,1.000,.000,0,796,191,55,18,77,3,1,.196,0.58,0,26.67,Evan Carter,Texas Rangers
27,47,33,37,22,12,1,4,39,13,0,41,0,.279,147,.333,.456,.789,1,4,.800,.200,2,618,163,67,26,58,1,2,.349,0.89,0,36.75,Ezequiel Duran,Texas Rangers
30,20,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,.---,0,0,0,0,0,0,0,0,.---,-.--,0,-.--,Jacob Latz,Texas Rangers
30,53,52,44,25,8,0,10,58,13,0,47,1,.235,200,.284,.425,.709,0,1,1.000,.000,5,771,215,85,36,101,0,1,.278,1.18,0,20.00,Jake Burger,Texas Rangers
34,51,29,36,20,5,0,6,34,23,0,32,1,.250,128,.361,.430,.791,0,0,.---,.---,4,645,156,55,16,48,0,3,.286,0.81,1,21.33,Joc Pederson,Texas Rangers
28,50,55,48,23,14,0,5,30,15,0,57,2,.302,189,.357,.455,.812,1,1,.500,.500,8,741,207,86,21,77,0,1,.335,1.15,0,37.80,Josh Jung,Texas Rangers
27,18,11,13,5,3,0,2,16,3,0,14,1,.264,53,.310,.434,.744,0,0,.---,.---,2,213,58,23,7,26,0,1,.333,0.85,0,26.50,Justin Foscue,Texas Rangers
36,27,21,19,9,1,0,3,26,7,0,17,1,.205,83,.275,.325,.600,0,0,.---,.---,4,356,91,27,9,39,0,0,.259,1.11,0,27.67,Kyle Higashioka,Texas Rangers
30,6,4,5,0,1,0,0,3,1,0,2,0,.143,14,.200,.214,.414,0,0,.---,.---,0,53,15,3,0,1,0,0,.182,0.80,0,-.--,Michael Helman,Texas Rangers
31,5,4,2,1,0,0,0,2,0,0,0,0,.000,8,.000,.000,.000,0,0,.---,.---,0,29,8,0,0,3,0,0,.000,2.00,0,-.--,Nicky Lopez,Texas Rangers
